Team,Side,Formation,Package,Play
Cincinnati Bengals,Offense,Ace,Ace,PA X/Z Fly
Cincinnati Bengals,Offense,Ace,Ace,Strong Counter
Cincinnati Bengals,Offense,Ace,Ace,RO Strong Flow
Cincinnati Bengals,Offense,Ace,Ace,Weak Toss
Cincinnati Bengals,Offense,Ace,Ace,50 H Screen Strong
Cincinnati Bengals,Offense,Ace,Ace,Strong Power
Cincinnati Bengals,Offense,Ace Trips,Ace,90 Y/TE Hot
Cincinnati Bengals,Offense,Ace Trips,Ace,Weak Dive
Cincinnati Bengals,Offense,Ace Trips,Ace,50 Z Under
Cincinnati Bengals,Offense,Ace Trips,Ace,Weak Power
Cincinnati Bengals,Offense,Ace Trips,Ace,PA X Inside Drag
Cincinnati Bengals,Offense,Ace Trips,Ace,Strong Toss
Cincinnati Bengals,Offense,Ace Trips,Ace,50 H Swing Strong
Cincinnati Bengals,Offense,Ace Trips,Ace,Strong Draw
Cincinnati Bengals,Offense,Ace Trips,Ace,50 X Corner
Cincinnati Bengals,Offense,Ace Trips,Ace,Slot Reverse Weak B
Cincinnati Bengals,Offense,Ace Trips,Ace,H Lead Shovel
Cincinnati Bengals,Offense,Ace Trips,Ace,Toss Reverse Weak B
Cincinnati Bengals,Offense,Pair Slot,Ace,90 Z Arrow
Cincinnati Bengals,Offense,Pair Slot,Ace,Strong Draw
Cincinnati Bengals,Offense,Pair Slot,Ace,50 Z Fade
Cincinnati Bengals,Offense,Pair Slot,Ace,Weak Toss
Cincinnati Bengals,Offense,Pair Slot,Ace,90 Z Bubble Motion
Cincinnati Bengals,Offense,Pair Slot,Ace,Strong Power
Cincinnati Bengals,Offense,Pair Slot,Ace,PA X Drag
Cincinnati Bengals,Offense,Pair Slot,Ace,Weak Stretch
Cincinnati Bengals,Offense,Pair Slot,Ace,PA-RO Y Corner
Cincinnati Bengals,Offense,Pair Slot,Ace,Slot Reverse Strong B
Cincinnati Bengals,Offense,Pair Slot,Ace,Fake Toss Reverse
Cincinnati Bengals,Offense,Pair Slot,Ace,Toss Reverse Strong B
Cincinnati Bengals,Offense,Empty Spread,Straight,50 Double Outs
Cincinnati Bengals,Offense,Empty Spread,Straight,QB Sneak
Cincinnati Bengals,Offense,Empty Spread,Straight,50 X/Z Go's
Cincinnati Bengals,Offense,Empty Spread,Straight,50 Spread Crosses
Cincinnati Bengals,Offense,Empty Spread,Straight,QB Draw
Cincinnati Bengals,Offense,Empty Spread,Straight,50 Speed Under
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,90 X/Y Slam
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,Strong Draw
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,50 H Swing Strong
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,90 Z Arrow
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,Strong Toss
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,50 Y/Z In-n-Out
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,50 X Corner
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,Strong Dive
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,50 Z Fade
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,PA Slam-n-Go
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,QB Lead Draw
Cincinnati Bengals,Offense,Gun: Trey Right,Flush,50 Z Deep Slide
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,90 F Speed Out
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,Weak Draw
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,50 H/F Wheels
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,Weak FB Sweep
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,50 Double Swing
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,Strong Sweep
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,PA Y Slant-n-Go
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,Strong Lead Draw
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,50 Z Out
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,H Lead Shovel
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,QB Lead Draw
Cincinnati Bengals,Offense,Gun: Split Spread,Queens,PA X Drag
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,90 X Lob Corner
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,Weak Draw
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,50 X Opposite Flow
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,Weak Toss
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,90 X Lob Fade
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,Strong Sweep
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,PA Z/TE Cross
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,QB Draw
Cincinnati Bengals,Offense,Gun: Bunch Left,Flush,Y Slip Screen
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,90 Slants-n-Stops
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,Weak Draw
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,50 Double Cross
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,50 X Arrow-n-Go
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,Weak Toss
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,50 Y/A Swing
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,PA X Post-Corner
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,Weak Dive
Cincinnati Bengals,Offense,Gun: Quads Left,Flush,50 X Comeback
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,90 TE Speed Out
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,Weak Draw
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,50 H Swing Weak
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,Weak Toss
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,50 X Opposite Flow
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,Strong Sweep
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,50 Z Deep Slide
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,QB Draw
Cincinnati Bengals,Offense,Gun: Triple Left,Kings,50 Strong Flood
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,90 All Hot
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,Strong Draw
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,50 Double Cross
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,90 Slants-n-Hitches
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,Strong Toss
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,50 H Swing Weak
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,QB Draw
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,50 Z Stop
Cincinnati Bengals,Offense,Gun: Doubles Right,Kings,Strong Dive
Baltimore Ravens,Offense,I Pro,Pro,90 Z Quick Out
Baltimore Ravens,Offense,I Pro,Pro,Strong Iso
Baltimore Ravens,Offense,I Pro,Pro,50 TE Corner
Baltimore Ravens,Offense,I Pro,Pro,Weak Zone Cutback
Baltimore Ravens,Offense,I Pro,Pro,50 TE Out
Baltimore Ravens,Offense,I Pro,Pro,Strong Toss Sweep
Baltimore Ravens,Offense,I Pro,Pro,Weak Iso
Baltimore Ravens,Offense,I Pro,Pro,50 Double Outs
Baltimore Ravens,Offense,I Pro,Pro,Strong Power-O
Baltimore Ravens,Offense,I Pro,Pro,PA X Out-n-Up 
Baltimore Ravens,Offense,I Pro,Pro,Strong Lead Draw
Baltimore Ravens,Offense,I Pro,Pro,PA-RO Z Corner
Baltimore Ravens,Offense,I Twins,Pro,90 Z Speed Under
Baltimore Ravens,Offense,I Twins,Pro,Weak Iso
Baltimore Ravens,Offense,I Twins,Pro,50 X/Z In-n-Out
Baltimore Ravens,Offense,I Twins,Pro,Weak Toss
Baltimore Ravens,Offense,I Twins,Pro,90 X/Z Speed Cross
Baltimore Ravens,Offense,I Twins,Pro,Strong Toss Sweep
Baltimore Ravens,Offense,I Twins,Pro,90 Z Quick Out
Baltimore Ravens,Offense,I Twins,Pro,Strong Power-O
Baltimore Ravens,Offense,I Twins,Pro,50 TE Corner
Baltimore Ravens,Offense,I Twins,Pro,PA X/Z Verts
Baltimore Ravens,Offense,I Twins,Pro,Strong Lead Draw
Baltimore Ravens,Offense,I Twins,Pro,PA-RO Z Delay Out
Baltimore Ravens,Offense,I Twins,Pro,Slot Reverse I
Baltimore Ravens,Offense,I Twins,Pro,H Lead Shovel
Baltimore Ravens,Offense,I Twins,Pro,Toss Reverse I
Baltimore Ravens,Offense,I Spread,Queens,90 Y Qk Slant
Baltimore Ravens,Offense,I Spread,Queens,Strong Iso
Baltimore Ravens,Offense,I Spread,Queens,50 Y/Z Deep Cross
Baltimore Ravens,Offense,I Spread,Queens,Weak Outside Zone
Baltimore Ravens,Offense,I Spread,Queens,50 X Deep Drag
Baltimore Ravens,Offense,I Spread,Queens,Strong Lead Draw
Baltimore Ravens,Offense,I Spread,Queens,PA Y Slam-n-Go
Baltimore Ravens,Offense,I Spread,Queens,Weak Belly
Baltimore Ravens,Offense,I Spread,Queens,PA-RO Z Slide
Baltimore Ravens,Offense,I Wing Jokers,Jokers,90 X/TE Qk Cross
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Weak Iso
Baltimore Ravens,Offense,I Wing Jokers,Jokers,50 X Out-n-Up
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Weak Belly
Baltimore Ravens,Offense,I Wing Jokers,Jokers,PA X Out
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Strong Toss Sweep
Baltimore Ravens,Offense,I Wing Jokers,Jokers,90 X Speed Out
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Strong Counter Trap
Baltimore Ravens,Offense,I Wing Jokers,Jokers,50 H Lead Swing
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Weak Lead Draw
Baltimore Ravens,Offense,I Wing Jokers,Jokers,PA-RO Z Corner
Baltimore Ravens,Offense,I Wing Jokers,Jokers,QB Sneak
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Weak Power-O
Baltimore Ravens,Offense,I Wing Jokers,Jokers,H Lead Shovel
Baltimore Ravens,Offense,I Wing Jokers,Jokers,Fake Toss Reverse I
Baltimore Ravens,Offense,I Jokers,Jokers,Weak Power-O
Baltimore Ravens,Offense,I Jokers,Jokers,90 TE Speed Out
Baltimore Ravens,Offense,I Jokers,Jokers,Strong Power-O
Baltimore Ravens,Offense,I Jokers,Jokers,90 X Quick Corner
Baltimore Ravens,Offense,I Jokers,Jokers,Strong Iso
Baltimore Ravens,Offense,I Jokers,Jokers,50 Y/T Corners
Baltimore Ravens,Offense,I Jokers,Jokers,Weak Toss Sweep
Baltimore Ravens,Offense,I Jokers,Jokers,50 X Comeback
Baltimore Ravens,Offense,I Jokers,Jokers,Strong Power
Baltimore Ravens,Offense,I Jokers,Jokers,90 X Lob Fade
Baltimore Ravens,Offense,I Jokers,Jokers,Weak Belly
Baltimore Ravens,Offense,I Jokers,Jokers,PA X Drag
Baltimore Ravens,Offense,Split Pro,Pro,90 Z Slam
Baltimore Ravens,Offense,Split Pro,Pro,Weak Dive
Baltimore Ravens,Offense,Split Pro,Pro,50 TE/Z Cross
Baltimore Ravens,Offense,Split Pro,Pro,Weak Split Toss
Baltimore Ravens,Offense,Split Pro,Pro,50 Double Swing
Baltimore Ravens,Offense,Split Pro,Pro,Strong FB Toss
Baltimore Ravens,Offense,Split Pro,Pro,H Lead Shovel
Baltimore Ravens,Offense,Split Pro,Pro,Strong Sweep
Baltimore Ravens,Offense,Split Pro,Pro,RO X Deep Hook
Baltimore Ravens,Offense,Split Spread Ace,Ace,90 X/H Speed Cross
Baltimore Ravens,Offense,Split Spread Ace,Ace,Strong Draw H Motion
Baltimore Ravens,Offense,Split Spread Ace,Ace,50 H Motion Swing
Baltimore Ravens,Offense,Split Spread Ace,Ace,PA Y/Z Drag
Baltimore Ravens,Offense,Split Spread Ace,Ace,Weak H Motion Sweep
Baltimore Ravens,Offense,Split Spread Ace,Ace,RO H Comeback
Baltimore Ravens,Offense,Split Spread Ace,Ace,50 H Motion Go
Baltimore Ravens,Offense,Split Spread Ace,Ace,Weak Belly H Motion
Baltimore Ravens,Offense,Split Spread Ace,Ace,50 H Wheel
Baltimore Ravens,Offense,Split Twins,Pro,90 Z Speed Under
Baltimore Ravens,Offense,Split Twins,Pro,Strong FB Draw
Baltimore Ravens,Offense,Split Twins,Pro,50 Double Swing
Baltimore Ravens,Offense,Split Twins,Pro,Weak Split Toss
Baltimore Ravens,Offense,Split Twins,Pro,90 X Slip Screen
Baltimore Ravens,Offense,Split Twins,Pro,Strong Power
Baltimore Ravens,Offense,Split Twins,Pro,Weak FB Sweep
Baltimore Ravens,Offense,Split Twins,Pro,PA TE Dump
Baltimore Ravens,Offense,Split Twins,Pro,Strong Sweep
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,90 F Speed Out
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,Weak Dive
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,50 H/F Wheels
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,Weak FB Sweep
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,90 X/TE Qk Cross
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,Strong Sweep
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,Weak Counter
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,50 Double Swing
Baltimore Ravens,Offense,Split Wing Jokers,Jokers,Strong FB Draw
Baltimore Ravens,Offense,Split Jokers,Jokers,90 F Speed Out
Baltimore Ravens,Offense,Split Jokers,Jokers,Strong FB Draw
Baltimore Ravens,Offense,Split Jokers,Jokers,50 Strong Outs
Baltimore Ravens,Offense,Split Jokers,Jokers,Weak T-Toss
Baltimore Ravens,Offense,Split Jokers,Jokers,50 Double Swing
Baltimore Ravens,Offense,Split Jokers,Jokers,Strong FB Toss
Baltimore Ravens,Offense,Split Jokers,Jokers,PA Delay Corner
Baltimore Ravens,Offense,Split Jokers,Jokers,Weak FB Sweep
Baltimore Ravens,Offense,Split Jokers,Jokers,RO Strong Flood
Baltimore Ravens,Offense,Ace Quads,Ace,90 All Slant
Baltimore Ravens,Offense,Ace Quads,Ace,Strong Dive
Baltimore Ravens,Offense,Ace Quads,Ace,50 Curls-n-Corners
Baltimore Ravens,Offense,Ace Quads,Ace,50 TE Slant
Baltimore Ravens,Offense,Ace Quads,Ace,Weak Draw
Baltimore Ravens,Offense,Ace Quads,Ace,50 TE Slant-n-Go
Baltimore Ravens,Offense,Ace Quads,Ace,Flea Flicker
Baltimore Ravens,Offense,Ace Quads,Ace,Strong Toss
Baltimore Ravens,Offense,Ace Quads,Ace,HB Pass
Baltimore Ravens,Offense,F Spread,Pro,90 F Speed Out
Baltimore Ravens,Offense,F Spread,Pro,Weak Dive
Baltimore Ravens,Offense,F Spread,Pro,PA F Flat
Baltimore Ravens,Offense,F Spread,Pro,50 X Opposite Flow
Baltimore Ravens,Offense,F Spread,Pro,Weak Draw
Baltimore Ravens,Offense,F Spread,Pro,50 H Screen Strong
Baltimore Ravens,Offense,F Spread,Pro,50 F Drag-n-Go
Baltimore Ravens,Offense,F Spread,Pro,Strong Toss
Baltimore Ravens,Offense,F Spread,Pro,50 TE Post-Corner
Baltimore Ravens,Offense,Tight F Trips,Queens,90 F Speed Out
Baltimore Ravens,Offense,Tight F Trips,Queens,Strong Dive
Baltimore Ravens,Offense,Tight F Trips,Queens,PA Slam-n-Go
Baltimore Ravens,Offense,Tight F Trips,Queens,90 X/Y Slam
Baltimore Ravens,Offense,Tight F Trips,Queens,Weak Toss
Baltimore Ravens,Offense,Tight F Trips,Queens,50 X/Y In-n-Out
Baltimore Ravens,Offense,Tight F Trips,Queens,90 All Slant
Baltimore Ravens,Offense,Tight F Trips,Queens,Strong Draw
Baltimore Ravens,Offense,Tight F Trips,Queens,50 H Screen Strong
Baltimore Ravens,Offense,Tight F Trips,Queens,Toss Reverse Strong
Baltimore Ravens,Offense,Tight F Trips,Queens,Flea Flicker
Baltimore Ravens,Offense,Tight F Trips,Queens,Slot Reverse Strong
Baltimore Ravens,Offense,Flip Tight Triple,Ace,90 TE Speed Out
Baltimore Ravens,Offense,Flip Tight Triple,Ace,Strong Outside Zone
Baltimore Ravens,Offense,Flip Tight Triple,Ace,50 Z Deep Drag
Baltimore Ravens,Offense,Flip Tight Triple,Ace,50 X Opposite Flow
Baltimore Ravens,Offense,Flip Tight Triple,Ace,Strong Draw
Baltimore Ravens,Offense,Flip Tight Triple,Ace,50 H Wheel
Baltimore Ravens,Offense,Flip Tight Triple,Ace,Weak Outside Zone
Baltimore Ravens,Offense,Flip Tight Triple,Ace,PA-RO Raven Flow
Baltimore Ravens,Offense,Flip Tight Triple,Ace,Strong Power
Baltimore Ravens,Offense,Tight Triple,Ace,90 Y/TE Speed Cross
Baltimore Ravens,Offense,Tight Triple,Ace,Strong Dive
Baltimore Ravens,Offense,Tight Triple,Ace,50 H Swing Strong
Baltimore Ravens,Offense,Tight Triple,Ace,Weak Toss
Baltimore Ravens,Offense,Tight Triple,Ace,50 X Opposite Flow
Baltimore Ravens,Offense,Tight Triple,Ace,Strong Y Trap
Baltimore Ravens,Offense,Tight Triple,Ace,PA Z Stop-n-Go
Baltimore Ravens,Offense,Tight Triple,Ace,Strong Draw
Baltimore Ravens,Offense,Tight Triple,Ace,PA-RO Raven Flow
Baltimore Ravens,Offense,Tight Triple,Ace,PA Slam-n-Go
Baltimore Ravens,Offense,Tight Triple,Ace,Fake Toss Reverse
Baltimore Ravens,Offense,Tight Triple,Ace,RO Strong Flood
Baltimore Ravens,Offense,Bunch,Flush,Weak Toss
Baltimore Ravens,Offense,Bunch,Flush,50 Strong Spread
Baltimore Ravens,Offense,Bunch,Flush,Strong Toss
Baltimore Ravens,Offense,Bunch,Flush,90 A In
Baltimore Ravens,Offense,Bunch,Flush,Strong Draw
Baltimore Ravens,Offense,Bunch,Flush,RO Z Deep Hook
Baltimore Ravens,Offense,Bunch,Flush,Weak Trap
Baltimore Ravens,Offense,Bunch,Flush,HB Pass
Baltimore Ravens,Offense,Bunch,Flush,Strong Dive
Baltimore Ravens,Offense,Bunch,Flush,Flea Flicker
Baltimore Ravens,Offense,Bunch,Flush,Fake Toss Reverse
Baltimore Ravens,Offense,Bunch,Flush,50 Y/Z In-n-Out
Baltimore Ravens,Offense,Pair Slot,Ace,90 Y Speed Out
Baltimore Ravens,Offense,Pair Slot,Ace,Strong Zone Cutback
Baltimore Ravens,Offense,Pair Slot,Ace,50 Y Curl
Baltimore Ravens,Offense,Pair Slot,Ace,Weak Toss
Baltimore Ravens,Offense,Pair Slot,Ace,50 H Wheel
Baltimore Ravens,Offense,Pair Slot,Ace,Strong Power
Baltimore Ravens,Offense,Pair Slot,Ace,Weak Draw
Baltimore Ravens,Offense,Pair Slot,Ace,PA-RO Y Corner
Baltimore Ravens,Offense,Pair Slot,Ace,Slot Reverse Strong B
Baltimore Ravens,Offense,Pair Slot,Ace,Flea Flicker
Baltimore Ravens,Offense,Pair Slot,Ace,Toss Reverse Strong B
Baltimore Ravens,Offense,Ace,Ace,90 X Qk Hitch
Baltimore Ravens,Offense,Ace,Ace,Strong Draw
Baltimore Ravens,Offense,Ace,Ace,50 Curls-n-Corners
Baltimore Ravens,Offense,Ace,Ace,Weak Counter
Baltimore Ravens,Offense,Ace,Ace,50 Hitches-n-Corners
Baltimore Ravens,Offense,Ace,Ace,Strong T-Toss
Baltimore Ravens,Offense,Ace,Ace,PA X/Z Go
Baltimore Ravens,Offense,Ace,Ace,Weak Outside Zone
Baltimore Ravens,Offense,Ace,Ace,RO Strong Flow
Baltimore Ravens,Offense,Triple,Kings,90 TE Speed Out
Baltimore Ravens,Offense,Triple,Kings,Strong Zone Cutback
Baltimore Ravens,Offense,Triple,Kings,50 X Opposite Flow
Baltimore Ravens,Offense,Triple,Kings,Weak Belly
Baltimore Ravens,Offense,Triple,Kings,50 X Arrow-n-Go
Baltimore Ravens,Offense,Triple,Kings,Strong Outside Zone
Baltimore Ravens,Offense,Triple,Kings,RO Z Deep Slide
Baltimore Ravens,Offense,Triple,Kings,Strong Counter
Baltimore Ravens,Offense,Triple,Kings,50 H Screen Strong
Baltimore Ravens,Offense,Triple,Kings,Slot Reverse Weak
Baltimore Ravens,Offense,Triple,Kings,HB Pass
Baltimore Ravens,Offense,Triple,Kings,Toss Reverse Weak
Baltimore Ravens,Offense,Doubles,Kings,90 All Slam
Baltimore Ravens,Offense,Doubles,Kings,Strong Dive
Baltimore Ravens,Offense,Doubles,Kings,50 Double Cross
Baltimore Ravens,Offense,Doubles,Kings,Weak Toss
Baltimore Ravens,Offense,Doubles,Kings,50 Y Seam
Baltimore Ravens,Offense,Doubles,Kings,Strong T-Toss
Baltimore Ravens,Offense,Doubles,Kings,PA X Post-Corner
Baltimore Ravens,Offense,Doubles,Kings,Weak Outside Zone
Baltimore Ravens,Offense,Doubles,Kings,PA-RO Z Stop
Baltimore Ravens,Offense,Doubles,Kings,Slot Reverse Strong
Baltimore Ravens,Offense,Doubles,Kings,PA Reverse Y Corner
Baltimore Ravens,Offense,Doubles,Kings,Toss Reverse Strong
Baltimore Ravens,Offense,Empty Open,5 Wide,90 All Stops
Baltimore Ravens,Offense,Empty Open,5 Wide,QB Sneak
Baltimore Ravens,Offense,Empty Open,5 Wide,50 X/A In-n-Out
Baltimore Ravens,Offense,Empty Open,5 Wide,90 All Slams
Baltimore Ravens,Offense,Empty Open,5 Wide,QB Draw
Baltimore Ravens,Offense,Empty Open,5 Wide,50 Z/B Cross
Baltimore Ravens,Offense,Empty Open,5 Wide,RO Z Deep Slide
Baltimore Ravens,Offense,Empty Open,5 Wide,90 All Slant
Baltimore Ravens,Offense,Empty Open,5 Wide,50 Weak Flood
Baltimore Ravens,Offense,Triple Empty,Kings,90 H Speed Under
Baltimore Ravens,Offense,Triple Empty,Kings,QB Draw
Baltimore Ravens,Offense,Triple Empty,Kings,50 H Seam
Baltimore Ravens,Offense,Triple Empty,Kings,90 TE Speed Out
Baltimore Ravens,Offense,Triple Empty,Kings,RO Y/Z Split
Baltimore Ravens,Offense,Triple Empty,Kings,50 H Post-Corner
Baltimore Ravens,Offense,Gun: Empty Open,5 Wide,90 All Stops
Baltimore Ravens,Offense,Gun: Empty Open,5 Wide,QB Draw
Baltimore Ravens,Offense,Gun: Empty Open,5 Wide,50 Z/B Cross
Baltimore Ravens,Offense,Gun: Empty Open,5 Wide,90 All Slams
Baltimore Ravens,Offense,Gun: Empty Open,5 Wide,50 Weak Flood
Baltimore Ravens,Offense,Gun: Empty Open,5 Wide,50 X/A In-n-Out
Baltimore Ravens,Offense,Gun: Split Spread,Queens,90 F Speed Out
Baltimore Ravens,Offense,Gun: Split Spread,Queens,Weak Dive
Baltimore Ravens,Offense,Gun: Split Spread,Queens,50 H/F Wheels
Baltimore Ravens,Offense,Gun: Split Spread,Queens,Weak Toss
Baltimore Ravens,Offense,Gun: Split Spread,Queens,50 Double Swing
Baltimore Ravens,Offense,Gun: Split Spread,Queens,Strong Sweep
Baltimore Ravens,Offense,Gun: Split Spread,Queens,PA Y Slant-n-Go
Baltimore Ravens,Offense,Gun: Split Spread,Queens,Strong FB Draw
Baltimore Ravens,Offense,Gun: Split Spread,Queens,50 Double Outs
Baltimore Ravens,Offense,Gun: H Slot,Queens,90 H Speed Under
Baltimore Ravens,Offense,Gun: H Slot,Queens,Strong FB Draw
Baltimore Ravens,Offense,Gun: H Slot,Queens,50 F Swing Strong
Baltimore Ravens,Offense,Gun: H Slot,Queens,Weak FB Sweep
Baltimore Ravens,Offense,Gun: H Slot,Queens,50 X/H Cross
Baltimore Ravens,Offense,Gun: H Slot,Queens,Strong FB Toss
Baltimore Ravens,Offense,Gun: H Slot,Queens,50 Outs
Baltimore Ravens,Offense,Gun: H Slot,Queens,QB Draw
Baltimore Ravens,Offense,Gun: H Slot,Queens,PA H Slant-n-Go
New York Jets,Offense,Flip Triple,Kings,90 H Dump
New York Jets,Offense,Flip Triple,Kings,Weak Dive
New York Jets,Offense,Flip Triple,Kings,50 X Opposite Flow
New York Jets,Offense,Flip Triple,Kings,Weak Flip Counter
New York Jets,Offense,Flip Triple,Kings,50 Double Outs
New York Jets,Offense,Flip Triple,Kings,Strong Toss Sweep
New York Jets,Offense,Flip Triple,Kings,PA TE Seam
New York Jets,Offense,Flip Triple,Kings,Strong Draw
New York Jets,Offense,Flip Triple,Kings,RO Z Deep Slide
New York Jets,Offense,Quads,Flush,90 Slants-n-Stops
New York Jets,Offense,Quads,Flush,Weak Dive
New York Jets,Offense,Quads,Flush,50 Z Slip Screen
New York Jets,Offense,Quads,Flush,Weak Zone Bounce
New York Jets,Offense,Quads,Flush,90 H Bubble Motion
New York Jets,Offense,Quads,Flush,50 H Screen Strong
New York Jets,Offense,Quads,Flush,Strong Toss
New York Jets,Offense,Quads,Flush,50 All Curl
New York Jets,Offense,Quads,Flush,Strong Zone Cutback
New York Jets,Offense,Quads,Flush,PA-RO X/A Cross
